ReferredaFriend,NumberofReferrals,Tenure,PhoneService,AvLongDistCharges,MultipleLines,InternetService,AvgGBdownload,OnlineSecurity,OnlineBackup,DeviceProtectionPlan,PremiumTechSupport,StreamingTV,StreamingMovies,StreamingMusic,UnlimitedData,PaperlessBilling,MonthlyCharges,TotalCharges,TotalRefunds,TotalExtraDataCharges,TotalLongDistCharges,TotalRevenue,gender,SeniorCitizen,Partner,Dependents,OfferNone,OfferOfferA,OfferOfferB,OfferOfferC,OfferOfferD,OfferOfferE,InternetTypeCable,InternetTypeDSL,InternetTypeFiberOptic,InternetTypeNone,ContractMonth-to-Month,ContractOneYear,ContractTwoYear,PaymentMethodBankWithdrawal,PaymentMethodCreditCard,PaymentMethodMailedCheck,Churn
0,-0.6504085499394767,-0.7899965473486004,1,0.8416542015896975,1,1,1.0522642030980367,0,0,0,0,0,1,1,1,1,0.6593447991469852,-0.5141882756588805,-0.24831296685183657,-0.27330037394865414,-0.33264738906670366,-0.5067010419154291,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
1,2.6818293326703544,-0.6677487459634591,1,-1.02407823942077,0,0,-1.0047956244259384,0,0,0,0,0,0,0,0,0,-1.4976677070686424,-0.8732476800072804,-0.24831296685183657,-0.27330037394865414,-0.7498928679933765,-0.9139923303118574,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
1,1.0157103913654388,0.7177263364014754,1,0.2583700484493674,0,0,-1.0047956244259384,0,0,0,0,0,0,0,0,0,-1.4827115340671475,-0.5955188824571477,-0.24831296685183657,-0.27330037394865414,0.7068282262799461,-0.2638669314481501,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
0,-0.6504085499394767,-1.1974892186324047,1,-1.1373687242149517,0,1,-0.5150194750154682,0,0,0,0,1,1,1,1,0,0.8620840331672525,-0.9014464091142215,-0.24831296685183657,-0.27330037394865414,-0.8657327052664453,-0.9705263395000152,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,-0.6504085499394767,-1.1567399515040242,0,-1.4863034173810314,0,1,1.5420403525085071,1,1,1,0,1,1,1,1,1,-0.25131995694405,-0.9075804049606454,-0.24831296685183657,-0.27330037394865414,-0.884832635609114,-0.9810219723720774,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
0,-0.6504085499394767,-0.5047516774499374,1,0.4894826374294982,0,1,0.023734289336049142,1,0,1,0,1,0,0,1,1,0.8188773111629334,-0.1805915734931178,-0.24831296685183657,-0.27330037394865414,-0.16383093609365404,-0.19295945496130518,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,-0.6504085499394767,-0.7492472802202199,1,0.06998415659161374,0,1,-0.41706424513337415,0,1,0,0,0,0,0,1,0,-0.4424266119631542,-0.685123764228109,-0.24831296685183657,-0.27330037394865414,-0.48728949670196586,-0.6875980039574526,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0,-0.6504085499394767,-1.0344921501188828,1,1.1769940365804754,0,1,-0.17217617042813899,0,0,0,0,0,0,0,1,1,-0.6318714699820923,-0.8544264625360589,3.4216192340785097,-0.27330037394865414,-0.5446719714111091,-0.8485857242627812,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
0,-0.6504085499394767,-0.5862502117066982,1,-0.36440393081922035,0,1,2.3746598065063065,0,0,1,0,0,0,0,0,1,-0.4906187249679718,-0.612376338668183,-0.24831296685183657,1.7184779101162997,-0.5163705285533267,-0.6212001243015703,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0,-0.6504085499394767,0.31023366511767114,1,0.050562930626896825,1,1,0.07271190427709617,0,1,0,1,1,0,0,1,0,0.19902703010096928,0.2830326017768739,-0.24831296685183657,-0.27330037394865414,0.23683055878780737,0.29213634036932246,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
0,-0.6504085499394767,-1.2789877528891656,1,0.7458428201637607,0,1,-0.5639970899565152,0,0,0,0,0,0,0,1,0,-0.6916961619880726,-0.9869251857654661,-0.24831296685183657,-0.27330037394865414,-0.844105016671871,-1.031744465520334,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1
1,2.6818293326703544,1.6142102132258447,1,1.2119522433169658,1,1,0.36657759392337835,1,1,1,0,1,0,0,1,0,1.1927816362003112,2.230157053084493,-0.24831296685183657,-0.27330037394865414,2.6598876464647963,2.5482122422593534,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1,2.6818293326703544,1.6142102132258447,1,-1.3995552747386295,1,1,0.4645328238054724,1,1,1,1,0,0,0,1,1,0.9401884921750601,1.9658215486234945,-0.24831296685183657,-0.27330037394865414,-0.770870899093302,1.3253575746633341,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
0,-0.6504085499394767,-0.8307458144769808,1,1.0358664612368662,0,0,-1.0047956244259384,0,0,0,0,0,0,0,0,0,-1.4860351280674797,-0.8891784174213738,-0.24831296685183657,-0.27330037394865414,-0.3326001412489111,-0.8032838223517419,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
1,2.6818293326703544,1.5734609460974642,1,-0.29448751734623946,0,0,-1.0047956244259384,0,0,0,0,0,0,0,0,0,-1.4926823160681442,-0.39750996617726453,-0.24831296685183657,-0.27330037394865414,0.6591197422638427,-0.12135040806964342,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1,0.34926281484347255,0.676977069273095,1,-0.6363010943252564,0,0,-1.0047956244259384,0,0,0,0,0,0,0,0,0,-1.5209328650709681,-0.600902677372714,-0.24831296685183657,-0.27330037394865414,-0.12488692227808271,-0.5138947563648205,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0,-0.6504085499394767,0.9622219391717579,1,-0.36440393081922035,1,1,-0.221153785369186,0,1,1,1,1,0,0,1,1,1.1678546811978192,1.511839661788349,-0.24831296685183657,-0.27330037394865414,0.2614939196755577,1.2713436342924789,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1,2.6818293326703544,-0.9529936158621221,1,-0.6738487978570423,0,0,-1.0047956244259384,0,0,0,0,0,0,0,0,0,-1.479387940066815,-0.9302629507524574,-0.24831296685183657,-0.27330037394865414,-0.7514166101171886,-0.9595385602245741,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1,1.682157967887405,-1.0344921501188828,1,-1.1619689437702596,0,0,-1.0047956244259384,0,0,0,0,0,0,0,0,0,-1.4660935640654862,-0.936176299266276,-0.24831296685183657,-0.27330037394865414,-0.8434081113594297,-0.9913989316433248,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1,-0.31718476167849363,-0.09725900616613313,1,-0.49193664798752773,0,0,-1.0047956244259384,0,0,0,0,0,0,0,0,0,-1.4993295040688086,-0.716896980123254,-0.24831296685183657,-0.27330037394865414,-0.3405377746380721,-0.6693641542322606,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
0,-0.6504085499394767,-1.2789877528891656,1,0.7477849427602324,0,1,-0.270131400310233,0,0,0,0,0,0,0,1,1,0.16080569909714826,-0.9756059776028206,-0.24831296685183657,-0.27330037394865414,-0.8440695808085266,-1.0227811182587923,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
0,-0.6504085499394767,-1.0752414172472633,1,-0.06790654775787598,0,1,-0.41706424513337415,0,0,0,1,0,0,0,1,1,-0.46402997296531395,-0.87920515798762,-0.24831296685183657,-0.27330037394865414,-0.7295526824336513,-0.9126939015029425,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
0,-0.6504085499394767,-0.42325314319317653,1,1.509744374775958,1,1,-0.221153785369186,0,0,0,0,1,1,1,0,1,0.9933659961803764,-0.07759339863302252,-0.24831296685183657,1.3201222533033088,0.31781331848436684,0.044792633071080994,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
1,1.682157967887405,0.4324814665028124,1,-0.9198509934101228,1,1,-0.36808663019232707,1,0,1,1,1,1,0,1,1,1.4885815022298807,1.1252434703308234,-0.24831296685183657,-0.27330037394865414,-0.44040784949723355,0.7581570995689826,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1
1,1.682157967887405,-0.5047516774499374,1,-0.496468267379295,1,1,1.8848836570958363,1,0,0,0,1,1,1,0,0,0.3735157151184122,-0.3052131869485202,0.675497552692699,2.515189223742281,-0.5236230685844946,-0.3759611282177796,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
0,-0.6504085499394767,-1.238238485760785,1,-1.0648628139466754,0,1,-0.46604186007442117,0,1,0,0,0,0,0,1,1,0.3303089931140931,-0.9333299486756692,-0.24831296685183657,-0.27330037394865414,-0.8694534709176145,-0.9968439556807098,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
1,0.6824866031044556,0.47323073363119283,1,-0.7586548179029727,1,1,1.8848836570958363,0,0,0,0,1,1,1,1,1,1.0415581091851935,0.9195339621430197,-0.24831296685183657,-0.27330037394865414,-0.3006606164210965,0.6367470251353909,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
1,0.01603902658248947,-0.7899965473486004,1,0.9646552993662376,0,1,-0.07422094054604492,0,0,0,0,0,0,0,0,1,0.179085466098976,-0.6017632019698741,-0.24831296685183657,3.3119005373682624,-0.30347186157975764,-0.5359331421161343,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
0,-0.6504085499394767,-0.7899965473486004,0,-1.4863034173810314,0,1,1.7869284272137422,1,1,0,1,0,0,0,1,0,-0.8046983579993692,-0.7458017806945318,-0.24831296685183657,-0.27330037394865414,-0.884832635609114,-0.853063907493528,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1,0.01603902658248947,-1.1567399515040242,1,-1.048031084777254,0,1,-0.8578627796027974,1,1,0,0,0,0,0,1,0,-0.33440980695235617,-0.9025937752437685,-0.24831296685183657,-0.27330037394865414,-0.8528458629635066,-0.9676258170801005,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1,1.3489341796264218,-0.9122443487337416,1,0.9141601118579737,0,1,-0.6619523198386092,0,0,1,0,1,1,1,1,1,0.10098100709116792,-0.7180884757193219,-0.24831296685183657,-0.27330037394865414,-0.4468453646714787,-0.7017201624544143,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
1,-0.31718476167849363,-1.1974892186324047,1,-0.43173084749690543,1,1,0.17066713415919024,0,0,0,0,0,0,0,1,1,0.31036742911209936,-0.9057049026335015,-0.24831296685183657,-0.27330037394865414,-0.8271076142209741,-0.9624809674447765,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
0,-0.6504085499394767,1.2067175419420404,1,-0.9535144517489653,1,0,-1.0047956244259384,0,0,0,0,0,0,0,0,1,-1.2949284730483754,-0.3161572946457368,-0.24831296685183657,-0.27330037394865414,-0.2821158479374911,-0.33513740953748733,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0,-0.6504085499394767,-0.9937428829905025,1,-0.7372914693417841,0,1,0.31759997898233133,1,0,0,1,1,1,1,1,0,1.1811490571991479,-0.6390084717136275,-0.24831296685183657,-0.27330037394865414,-0.7755011852369792,-0.7362890842917617,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
0,-0.6504085499394767,-1.2789877528891656,1,-0.5689741776475713,0,0,-1.0047956244259384,0,0,0,0,0,0,0,0,1,-1.5009913010689746,-0.997670710863338,-0.24831296685183657,-0.27330037394865414,-0.8680950961560765,-1.0473325920273606,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1
0,-0.6504085499394767,1.1252190076852797,1,-0.7936130246394631,1,1,2.4726150363884005,0,1,1,0,1,1,1,1,1,1.3672703212177542,1.8163991749832704,-0.24831296685183657,-0.27330037394865414,-0.12650516003748014,1.3975809319592138,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
0,-0.6504085499394767,0.35098293224605154,0,-1.4863034173810314,0,1,-0.6129747048975622,0,0,1,0,1,1,1,0,1,-0.44575020596348647,-0.09058952652346738,-0.24831296685183657,2.9135448805552717,-0.884832635609114,-0.30690356374363614,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
0,-0.6504085499394767,0.8807234049149971,1,0.21305385453169476,0,0,-1.0047956244259384,0,0,0,0,0,0,0,0,0,-1.4843733310673135,-0.5299645599401505,-0.24831296685183657,-0.27330037394865414,0.7895119074170401,-0.18758423892439952,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1,0.01603902658248947,0.02498879521900814,1,0.7290110909943396,0,0,-1.0047956244259384,0,0,0,0,0,0,0,0,0,-1.4677553610656522,-0.701716443640018,-0.24831296685183657,-0.27330037394865414,0.44904413240338326,-0.4240378981478708,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1,-0.31718476167849363,0.10648732947576899,1,-0.3022560077321263,0,0,-1.0047956244259384,0,0,0,0,0,0,0,0,0,-1.4993295040688086,-0.693530427600366,-0.24831296685183657,-0.27330037394865414,-0.12869037161038907,-0.5882821616755584,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1,0.01603902658248947,-0.015760471909372284,1,0.8047538722567354,0,0,-1.0047956244259384,0,0,0,0,0,0,0,0,0,-1.5225946620711341,-0.7353872265955675,-0.24831296685183657,-0.27330037394865414,0.4528475817356896,-0.44954574152300547,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0,-0.6504085499394767,-1.0344921501188828,1,1.43529634191121,1,0,-1.0047956244259384,0,0,0,0,0,0,0,0,1,-1.3198554280508674,-0.9388240672575381,-0.24831296685183657,-0.27330037394865414,-0.5116811826374086,-0.8954687773846762,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
1,1.3489341796264218,-0.2195068075512744,1,1.5343445943312657,0,1,0.36657759392337835,1,0,0,0,0,0,0,1,0,0.32033821111309646,-0.13593255337383067,-0.24831296685183657,-0.27330037394865414,0.6032610096785117,0.06903695163754049,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
0,-0.6504085499394767,-0.9529936158621221,1,-0.005111250471958171,0,1,0.12168951921814321,0,0,0,0,1,0,0,1,1,0.4283550161238945,-0.6911695011414906,-0.24831296685183657,-0.27330037394865414,-0.6416008696126797,-0.7379784379033606,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
0,-0.6504085499394767,0.22873513086091027,1,0.8558964339638232,0,1,1.346129892744319,1,1,1,0,0,0,1,1,1,0.6360796411446599,0.4206503431227209,-0.24831296685183657,-0.27330037394865414,0.7391221097412053,0.5494102357357437,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
0,-0.6504085499394767,0.391732199374432,1,0.5956520060366169,0,1,-0.6129747048975622,1,0,1,0,0,0,0,1,0,-0.3393951979528547,0.07708038152320451,-0.24831296685183657,-0.27330037394865414,0.7106316756122525,0.2692462970121613,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1,-0.31718476167849363,1.6142102132258447,1,0.0479734338316013,1,1,1.8848836570958363,0,0,1,0,0,1,1,0,1,0.8654076271675846,1.8673025146152844,-0.24831296685183657,2.1168335669292904,1.1307592714242756,1.83030327493025,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1,-0.31718476167849363,0.18798586373252985,1,-1.3128071320962276,0,0,-1.0047956244259384,0,0,0,0,0,0,0,0,0,-1.5093002860698053,-0.7045848589638852,-0.24831296685183657,-0.27330037394865414,-0.7677052953011962,-0.7858527646320619,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
0,-0.6504085499394767,0.47323073363119283,1,1.5602395622842218,0,1,-0.8578627796027974,0,0,1,0,0,0,0,0,0,0.3020584441112687,0.3715783763513303,-0.24831296685183657,3.710256194181253,1.56099790024392,0.7883630213763739,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1,0.01603902658248947,-0.9122443487337416,0,-1.4863034173810314,0,1,0.17066713415919024,1,1,1,1,0,1,1,1,0,-0.36764574695567864,-0.7764055657268694,2.6585264350574755,-0.27330037394865414,-0.884832635609114,-0.885287280514771,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
0,-0.6504085499394767,-0.9937428829905025,1,-0.22457110387325885,0,1,-0.5150194750154682,0,0,1,0,1,1,1,0,1,0.9950277931805424,-0.6796296456462401,-0.24831296685183657,2.9135448805552717,-0.7006606418534611,-0.7183798417687982,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
0,-0.6504085499394767,-1.0344921501188828,1,1.0397507064298097,0,1,0.21964474910023726,0,0,1,1,1,1,1,1,1,1.1844726511994805,-0.6907944006760619,-0.24831296685183657,-0.27330037394865414,-0.562200911812173,-0.7142192849402322,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1,-0.31718476167849363,0.391732199374432,1,0.7160636070178619,0,1,-0.12319855548709195,0,0,0,0,1,0,0,1,1,0.4383257981248911,0.48702106077035734,-0.24831296685183657,-0.27330037394865414,0.8029066637612493,0.6207540122255844,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
1,0.34926281484347255,0.14723659660414942,1,-0.20903412310148523,0,1,-0.07422094054604492,1,0,0,0,0,0,0,1,0,-0.45572098796448335,-0.2053702689446789,-0.24831296685183657,-0.27330037394865414,-0.04585313506546901,-0.1776959356565071,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0,-0.6504085499394767,1.3697146104555622,0,-1.4863034173810314,0,1,-0.270131400310233,0,0,0,1,0,0,0,1,0,-1.1736172920362484,-0.13116657098955883,-0.24831296685183657,-0.27330037394865414,-0.884832635609114,-0.3669209921557108,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0,-0.6504085499394767,-1.2789877528891656,1,-1.3807814229727366,0,1,1.8848836570958363,0,1,0,0,1,0,0,0,0,0.6493740171459885,-0.9691189460242283,-0.24831296685183657,0.1250552828643366,-0.8829072870340645,-1.0256362654783955,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
0,-0.6504085499394767,-0.5862502117066982,1,-0.9069035094336448,0,0,-1.0047956244259384,0,0,0,0,0,0,0,0,0,-1.4827115340671475,-0.8338400664039962,-0.24831296685183657,-0.27330037394865414,-0.6945420494493161,-0.8664670435855528,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1
0,-0.6504085499394767,0.7584756035298558,1,-0.24140283304268,0,0,-1.0047956244259384,0,0,0,0,0,0,0,0,0,-1.4660935640654862,-0.555868556787998,2.196621175285208,-0.27330037394865414,0.27360117298491793,-0.36726654175808326,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
1,2.348605544409371,0.8807234049149971,0,-1.4863034173810314,0,1,-0.5639970899565152,0,1,0,0,0,0,0,1,0,-1.1420431490330922,-0.29082698086266284,-0.24831296685183657,-0.27330037394865414,-0.884832635609114,-0.49320366502275725,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
1,2.6818293326703544,0.391732199374432,1,-0.4071306279415972,1,1,-0.17217617042813899,1,1,0,0,1,0,0,1,1,0.15415851109648415,0.34329138831134703,-0.24831296685183657,-0.27330037394865414,-0.05783045687589947,0.2527262336987359,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
0,-0.6504085499394767,-0.5862502117066982,1,-1.339996848446831,1,1,2.5705702662704946,0,0,0,0,1,0,0,1,0,0.6493740171459885,-0.32765302067446633,-0.24831296685183657,-0.27330037394865414,-0.8367816049140142,-0.5081321059252547,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
0,-0.6504085499394767,-0.3010053418080353,1,0.14507956365518565,1,1,0.12168951921814321,1,1,1,1,0,1,1,1,0,0.5646223701375164,-0.11102146952270649,-0.24831296685183657,-0.27330037394865414,-0.14067950537526766,-0.13109211453652914,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
1,1.0157103913654388,-0.9122443487337416,1,0.22082234491758157,1,1,0.2686223640412843,1,1,0,0,1,0,0,1,0,0.18407085709947407,-0.7079386984194839,-0.24831296685183657,-0.27330037394865414,-0.5733513968112326,-0.7310744266559582,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
1,2.6818293326703544,1.0029712063001384,1,1.5317550975359702,0,1,-0.8088851646617503,0,1,1,0,1,0,0,1,1,0.8604222361670865,1.2883239138593077,-0.24831296685183657,-0.27330037394865414,2.25400526771725,1.6833364915211881,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1,2.015381756148388,0.391732199374432,1,-0.15400731620145422,1,1,-0.36808663019232707,0,0,1,1,0,0,0,1,1,0.7025515211513048,0.6395986912668352,-0.24831296685183657,-0.27330037394865414,0.13614545907172315,0.5444084925014021,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,-0.6504085499394767,0.47323073363119283,1,0.639026077357818,0,1,0.17066713415919024,0,1,1,0,1,0,0,1,1,0.7773323861587803,0.7470318775122944,-0.24831296685183657,-0.27330037394865414,0.8214278083359584,0.8318813288751671,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,-0.6504085499394767,-1.238238485760785,1,1.3841537802041224,0,0,-1.0047956244259384,0,0,0,0,0,0,0,0,0,-1.5093002860698053,-0.9858660785689611,-0.24831296685183657,-0.27330037394865414,-0.780084223562864,-1.0119888013846932,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1,2.6818293326703544,0.47323073363119283,1,1.342721831479393,0,1,2.6685254961525886,1,0,0,1,0,0,0,0,0,-0.28289409994720643,0.06141442090823715,1.6220869617602502,1.3201222533033088,1.3863699656823774,0.4653369703585036,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1,2.6818293326703544,0.47323073363119283,1,0.6319049611707552,1,1,-0.7109299347796563,1,1,1,1,0,0,0,1,1,1.0083221691818711,0.7855789665184184,-0.24831296685183657,-0.27330037394865414,0.8157108223830509,0.8606806194729004,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,-0.6504085499394767,-1.2789877528891656,1,1.5026232585888952,0,1,0.4645328238054724,0,0,0,0,0,0,0,1,1,0.1774236690988095,-0.9753853302702155,-0.24831296685183657,-0.27330037394865414,-0.8302968419219764,-1.018536791829651,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
1,2.015381756148388,-0.6269994788350787,1,1.442417458098273,1,0,-1.0047956244259384,0,0,0,0,0,0,0,0,1,-1.3165318340505352,-0.8242419074356712,-0.24831296685183657,-0.27330037394865414,0.023601157089690055,-0.6466660828764175,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
0,-0.6504085499394767,-0.8307458144769808,1,-0.5527898226769739,1,1,-0.31910901525128005,1,0,0,0,0,0,0,1,1,0.4998122871310375,-0.5644958674928602,2.476295318873348,-0.27330037394865414,-0.6804385758382175,-0.6567777717458435,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
1,1.3489341796264218,0.5547292678879536,1,-1.1807427955361527,0,0,-1.0047956244259384,0,0,0,0,0,0,0,0,1,-1.481049737066981,-0.6331613173995905,-0.24831296685183657,-0.27330037394865414,-0.6283714806307445,-0.6881878815615028,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
0,-0.6504085499394767,-0.26025607467965484,1,-0.8978402706501103,1,1,-0.41706424513337415,0,1,0,0,1,0,0,1,1,0.8105683261621028,-0.0012052920851112925,-0.24831296685183657,-0.27330037394865414,-0.6056689041813882,-0.18163659728356352,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1
1,0.01603902658248947,0.14723659660414942,1,-0.9684040583219149,0,1,-0.07422094054604492,1,1,0,0,0,0,0,1,0,-0.3693075439558449,-0.15049527732577214,-0.24831296685183657,-0.27330037394865414,-0.5446483475022128,-0.2816854235704905,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1,1.682157967887405,1.5327116789690838,1,-0.2498186976273906,0,1,0.023734289336049142,1,1,1,1,0,1,1,1,0,0.31036742911209936,1.2982530438265405,-0.24831296685183657,-0.27330037394865414,0.694425674109382,1.2303384148109406,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1,2.348605544409371,1.1659682748136602,1,1.0585245581957028,1,1,-0.5150194750154682,0,0,1,0,1,0,0,1,1,0.014567563082529699,0.7434353259908302,-0.24831296685183657,-0.27330037394865414,1.947567733468731,1.1618079007404156,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
1,2.6818293326703544,1.6142102132258447,1,0.21758547392346203,1,1,1.5910179674495541,1,1,1,1,1,1,1,1,1,1.6065690892416755,2.633698959686096,-0.24831296685183657,-0.27330037394865414,1.3535799801342958,2.4813815530005,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
0,-0.6504085499394767,-1.2789877528891656,1,0.3244022167294047,0,1,-0.12319855548709195,0,0,0,0,0,0,0,1,0,0.1657910900976468,-0.975539783403039,-0.24831296685183657,-0.27330037394865414,-0.8517945990176208,-1.0250114838741058,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
1,-0.31718476167849363,-0.8307458144769808,1,0.496603753616561,1,1,0.31759997898233133,0,1,1,0,1,0,0,1,1,1.1080299891918384,-0.5384594822454497,5.960199922032398,-0.27330037394865414,-0.45067243791268136,-0.5778982216042631,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
1,1.682157967887405,1.5734609460974642,1,0.8830861503144269,1,1,-0.5150194750154682,1,1,1,1,0,0,0,1,1,0.9052907551715716,1.8996935430417237,-0.24831296685183657,-0.27330037394865414,2.1846218472887795,2.1463939011005015,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1,0.01603902658248947,1.0844697405568993,1,1.6256243563654351,1,1,1.5910179674495541,0,1,0,1,0,1,1,1,1,1.0598378761870213,1.4564571813044502,-0.24831296685183657,-0.27330037394865414,2.4651912012958364,1.8787255944627135,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,-0.6504085499394767,1.0029712063001384,1,1.6767669180725229,1,1,-0.7109299347796563,1,1,1,0,1,1,1,1,1,1.6015836982411773,1.84664992428344,-0.24831296685183657,-0.27330037394865414,2.4048203021113093,2.169507330059197,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
