ReferredaFriend,NumberofReferrals,Tenure,PhoneService,AvLongDistCharges,MultipleLines,InternetService,AvgGBdownload,OnlineSecurity,OnlineBackup,DeviceProtectionPlan,PremiumTechSupport,StreamingTV,StreamingMovies,StreamingMusic,UnlimitedData,PaperlessBilling,MonthlyCharges,TotalCharges,TotalRefunds,TotalExtraDataCharges,TotalLongDistCharges,TotalRevenue,gender,SeniorCitizen,Partner,Dependents,OfferNone,OfferOfferA,OfferOfferB,OfferOfferC,OfferOfferD,OfferOfferE,InternetTypeCable,InternetTypeDSL,InternetTypeFiberOptic,InternetTypeNone,ContractMonth-to-Month,ContractOneYear,ContractTwoYear,PaymentMethodBankWithdrawal,PaymentMethodCreditCard,PaymentMethodMailedCheck,Churn
1,1.682157967887405,0.9622219391717579,1,-1.0130728780407638,1,1,2.717503111093636,1,1,0,0,0,1,1,0,0,0.13255515009432434,0.6773955793421016,-0.24831296685183657,4.108611850994244,-0.40129846831938804,0.45388496787987526,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
0,-0.6504085499394767,-1.2789877528891656,1,1.5052127553841907,0,1,1.8359060421547893,0,0,0,0,0,0,1,1,1,0.16080569909714826,-0.9756059776028206,-0.24831296685183657,-0.27330037394865414,-0.8302495941041836,-1.0186973502307535,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
1,-0.31718476167849363,0.18798586373252985,1,0.466177166271838,1,1,-0.8088851646617503,1,0,1,1,0,1,1,1,1,1.1445895231954935,0.6505648636973124,-0.24831296685183657,-0.27330037394865414,0.43328698516954284,0.6408866395638134,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
1,1.0157103913654388,0.9214726720433775,1,1.5311077233371464,0,1,0.4645328238054724,0,0,1,1,0,0,0,1,1,-0.3161300399505289,0.3704751396883044,-0.24831296685183657,-0.27330037394865414,2.143220946947992,0.9246317287119835,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
0,-0.6504085499394767,-0.8714950816053613,0,-1.4863034173810314,0,1,-0.07422094054604492,0,0,0,0,0,0,0,1,0,-1.3148700370503688,-0.8646424340356785,-0.24831296685183657,-0.27330037394865414,-0.884832635609114,-0.9470603801388999,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
0,-0.6504085499394767,-0.9937428829905025,1,1.2928740181699527,0,1,-0.5639970899565152,0,0,1,0,1,1,0,1,1,0.9086143491719036,-0.6841970454311671,-0.24831296685183657,-0.27330037394865414,-0.4791628720416343,-0.6844636247359323,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
0,-0.6504085499394767,0.6362278021447145,1,-0.8913665286618714,0,0,-1.0047956244259384,0,0,0,0,0,0,0,0,0,-1.4893587220678117,-0.5929593733989277,-0.24831296685183657,-0.27330037394865414,-0.36378370099204366,-0.578205376806372,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,-0.6504085499394767,1.2882160761988013,1,1.4799651616300586,1,1,-0.31910901525128005,0,1,1,0,1,1,1,1,1,1.3174164112127704,1.9471106548185755,-0.24831296685183657,-0.27330037394865414,2.578999382403822,2.30043572535814,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1,1.3489341796264218,1.1659682748136602,1,0.30433361656586405,1,1,0.4155552088644254,1,1,0,0,1,1,1,1,1,1.3772411032187506,1.8070216633475507,-0.24831296685183657,-0.27330037394865414,1.1081511906105042,1.755001384813233,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,-0.6504085499394767,-1.1567399515040242,1,1.0824774035521867,0,1,-0.12319855548709195,1,0,1,1,0,1,1,1,1,0.9850570111795457,-0.835450791932014,-0.24831296685183657,-0.27330037394865414,-0.6973532946079772,-0.8685717548000035,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
1,1.3489341796264218,1.0437204734285188,1,-0.3721724212051069,0,0,-1.0047956244259384,0,0,0,0,0,0,0,0,0,-1.477726143066649,-0.4940873036585492,2.987554839278817,-0.27330037394865414,0.29421303349695055,-0.3144916933957355,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0,-0.6504085499394767,-1.2789877528891656,1,-0.9321511031877767,1,1,0.17066713415919024,0,1,0,0,0,1,1,1,1,0.8670694241677506,-0.9662284659671007,-0.24831296685183657,-0.27330037394865414,-0.8747216026014922,-1.0244216062700557,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1
1,-0.31718476167849363,0.7584756035298558,0,-1.4863034173810314,0,1,-0.9068403945438445,1,1,1,0,1,1,1,1,0,-0.18152448293707302,0.32402887617491527,-0.24831296685183657,-0.27330037394865414,-0.884832635609114,-0.006886229683741797,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
0,-0.6504085499394767,-1.1974892186324047,1,0.3891396366117943,0,1,-0.221153785369186,0,0,0,0,0,0,0,0,1,0.16080569909714826,-0.9147955727368345,-0.24831296685183657,0.5234109396773273,-0.7821749395001877,-0.9494129097550523,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,-0.6504085499394767,-1.1159906843756437,1,-0.1786075357567622,0,1,0.12168951921814321,0,0,0,0,1,0,0,0,1,0.5396954151350245,-0.8343916847355092,-0.24831296685183657,0.1250552828643366,-0.7655318956827354,-0.8843902477086121,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1
0,-0.6504085499394767,-1.0752414172472633,1,-1.1522583307879013,0,1,1.8848836570958363,0,0,1,1,1,1,1,1,1,1.1695164781979852,-0.7646450628990136,-0.24831296685183657,-0.27330037394865414,-0.848262824637622,-0.8571616371216626,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
0,-0.6504085499394767,-1.2789877528891656,0,-1.4863034173810314,0,1,-0.5639970899565152,0,0,0,0,0,0,0,1,1,-1.3181936310507012,-0.9952435902046811,-0.24831296685183657,-0.27330037394865414,-0.884832635609114,-1.0503587688481382,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
1,-0.31718476167849363,-0.056509739037752714,1,-1.284322667347976,1,1,-0.7109299347796563,0,0,1,1,1,1,1,1,1,0.4831943171293762,0.08985586208104401,-0.24831296685183657,-0.27330037394865414,-0.7705874121865463,-0.1583451579236464,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
0,-0.6504085499394767,-1.2789877528891656,1,-0.1747232905638187,1,0,-1.0047956244259384,0,0,0,0,0,0,0,0,1,-1.3530913680541898,-0.9957069496031519,-0.24831296685183657,-0.27330037394865414,-0.8609016158971493,-1.0436537104021018,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
0,-0.6504085499394767,1.6142102132258447,1,1.3051741279476066,1,1,-0.7109299347796563,1,1,1,1,1,1,1,1,1,1.6963061272506461,2.711543338629201,-0.24831296685183657,-0.27330037394865414,2.7823539901832803,2.9651509963220213,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
0,-0.6504085499394767,-1.0752414172472633,1,1.1446253266392807,0,1,1.49306273756746,0,1,0,0,0,1,1,1,1,0.7042133181514708,-0.7792298515842156,-0.24831296685183657,-0.27330037394865414,-0.596809938345271,-0.7943937734907036,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,-0.6504085499394767,-1.238238485760785,1,1.1517464428263435,0,1,2.4726150363884005,0,1,0,0,0,0,0,1,0,-0.5155456799704636,-0.963514503776057,-0.24831296685183657,-0.27330037394865414,-0.7885652068566402,-0.9968160324805182,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0,-0.6504085499394767,-1.0344921501188828,1,0.5199092247742212,0,1,1.0522642030980367,0,0,0,0,0,0,0,1,1,0.17077648109814536,-0.7868642492923547,-0.24831296685183657,-0.27330037394865414,-0.6285959077652596,-0.809824831996652,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,-0.6504085499394767,0.9622219391717579,1,0.11724247310575815,1,1,1.49306273756746,1,1,0,0,1,1,1,1,1,1.3905354792200795,1.5946486057150706,-0.24831296685183657,-0.27330037394865414,0.7536271898035413,1.4822650173406478,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,-0.6504085499394767,-0.42325314319317653,1,-1.2305906088455927,0,1,0.4645328238054724,1,0,0,0,0,0,0,0,1,-0.5305018529719588,-0.5409307323706277,-0.24831296685183657,0.5234109396773273,-0.7821867514546358,-0.6537097101247785,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
0,-0.6504085499394767,1.1252190076852797,1,1.2896371471758334,1,1,1.5420403525085071,0,1,0,0,1,0,0,1,1,0.8354952811645946,1.3990447453605837,-0.24831296685183657,-0.27330037394865414,2.1541470048125366,1.7414027863198662,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,-0.6504085499394767,0.8399741377866167,0,-1.4863034173810314,0,1,0.21964474910023726,0,1,1,0,1,1,0,1,1,-0.3427187919531868,0.2533776002747386,2.302922659725949,-0.27330037394865414,-0.884832635609114,-0.06980418051573133,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
1,-0.31718476167849363,1.5734609460974642,0,-1.4863034173810314,0,1,-0.221153785369186,1,1,1,1,0,0,0,1,1,-0.5703849809759457,0.48428503384605326,-0.24831296685183657,-0.27330037394865414,-0.884832635609114,0.1198676471865399,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
1,2.6818293326703544,-1.238238485760785,1,-1.18527441492792,0,1,1.5910179674495541,1,1,0,0,1,0,0,1,0,0.8504514541660894,-0.9222534525788895,-0.24831296685183657,-0.27330037394865414,-0.8738475179723286,-0.989381480429473,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,-0.6504085499394767,-0.42325314319317653,1,0.000715117317456881,1,0,-1.0047956244259384,0,0,0,0,0,0,0,0,1,-1.3265026160515319,-0.7885852984866749,2.449719947763163,-0.27330037394865414,-0.287927329525984,-0.7179609937659225,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
0,-0.6504085499394767,-1.1567399515040242,1,-0.8551135735277332,1,0,-1.0047956244259384,0,0,0,0,0,0,0,0,1,-1.3115464430500368,-0.9547106752051107,-0.24831296685183657,-0.27330037394865414,-0.8387660132613044,-1.004686884534559,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
1,0.01603902658248947,0.31023366511767114,1,0.6785159034860756,1,0,-1.0047956244259384,0,0,0,0,0,0,0,0,1,-1.328164413051698,-0.554125442860417,-0.24831296685183657,-0.27330037394865414,0.6951343913762713,-0.2345824752470854,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1,2.6818293326703544,1.451213144712323,1,1.3304217217017387,1,1,0.07271190427709617,1,1,1,1,1,1,1,0,0,0.7723469951582818,1.7128935112581833,-0.24831296685183657,1.3201222533033088,2.6099467030579913,2.1382891922448555,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
0,-0.6504085499394767,-0.6269994788350787,0,-1.4863034173810314,0,1,-0.46604186007442117,0,0,0,0,0,0,0,1,1,-1.2999138640488739,-0.8120621746758655,-0.24831296685183657,-0.27330037394865414,-0.884832635609114,-0.9054722638533594,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1,2.348605544409371,1.5327116789690838,1,-0.40777800214042126,1,1,0.2686223640412843,0,0,1,0,1,1,1,0,1,1.0930738161903437,2.075019913529795,-0.24831296685183657,2.9135448805552717,0.49267749213487266,1.8130257948116242,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
0,-0.6504085499394767,0.7992248706582362,1,1.6295086015583788,0,1,-0.41706424513337415,0,1,0,0,0,1,1,0,1,0.684271754149477,0.9082809481801558,-0.24831296685183657,3.3119005373682624,2.07141607585765,1.3602022381025747,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
0,-0.6504085499394767,-1.2789877528891656,1,0.06480516300102268,0,1,0.07271190427709617,0,0,0,0,1,0,0,1,1,0.47156173812821356,-0.9714798724831039,-0.24831296685183657,-0.27330037394865414,-0.8565311927513314,-1.0231999662616682,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
1,2.6818293326703544,0.5139800007595733,0,-1.4863034173810314,0,1,-0.12319855548709195,1,0,0,0,1,1,1,1,1,-0.4607063789649817,0.023595468099710193,-0.24831296685183657,-0.27330037394865414,-0.884832635609114,-0.24451266331526536,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
0,-0.6504085499394767,-0.3417546089364157,1,1.5265761039453791,1,1,3.1583016455630593,1,1,1,0,0,0,0,1,0,-0.013682985920294679,-0.3184961563713516,-0.24831296685183657,-0.27330037394865414,0.4345154284321511,-0.1252247520962443,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
0,-0.6504085499394767,1.0029712063001384,1,-0.8971928964512864,1,1,-0.221153785369186,0,1,1,0,1,1,0,1,1,0.4981504901308714,0.9522338968351063,-0.24831296685183657,-0.27330037394865414,-0.27214655838324714,0.6710367149708211,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
0,-0.6504085499394767,-1.1974892186324047,1,-0.6667276816699795,0,1,0.36657759392337835,0,1,1,1,1,1,1,1,1,1.435403998224565,-0.865723605965444,-0.24831296685183657,-0.27330037394865414,-0.8399708326150164,-0.9346589888537531,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
0,-0.6504085499394767,1.6142102132258447,1,0.07969476957397231,1,1,-0.36808663019232707,0,1,1,1,1,1,1,1,1,1.5567151792366918,2.5296637423627564,-0.24831296685183657,-0.27330037394865414,1.1724318467173709,2.345566597668005,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1,2.015381756148388,1.5734609460974642,1,0.3982028753953289,1,1,0.36657759392337835,0,1,1,0,1,1,1,1,1,1.3606231332170895,2.291099846350042,-0.24831296685183657,-0.27330037394865414,1.5564739216902763,2.2703589483516353,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
0,-0.6504085499394767,1.1252190076852797,0,-1.4863034173810314,0,1,0.21964474910023726,1,1,1,0,0,0,0,1,0,-0.8362725010025254,0.0635988295010283,4.6187764278992365,-0.27330037394865414,-0.884832635609114,-0.22629626559019306,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
0,-0.6504085499394767,-1.2789877528891656,1,1.15951493321223,0,1,0.023734289336049142,0,0,0,0,0,0,0,1,0,-0.6651074099854147,-0.9865721500332977,-0.24831296685183657,-0.27330037394865414,-0.8365571777794991,-1.0292348679031034,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1,-0.31718476167849363,1.0029712063001384,1,1.7046040086219505,0,1,0.07271190427709617,1,1,0,1,0,0,0,1,1,-0.16656830993557784,0.5162127028740219,-0.24831296685183657,-0.27330037394865414,2.4337714024637407,1.1257590492929073,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
0,-0.6504085499394767,0.7992248706582362,1,-0.0200008570449078,0,0,-1.0047956244259384,0,0,0,0,0,0,0,0,0,-1.4993295040688086,-0.5966221191201735,-0.24831296685183657,-0.27330037394865414,0.5063793592947339,-0.323971619860824,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1,-0.31718476167849363,0.06573806234738856,1,-1.352296958224485,1,1,-0.221153785369186,0,0,0,0,0,0,0,1,1,0.358559542116917,0.06399599469971765,-0.24831296685183657,-0.27330037394865414,-0.80170010020299,-0.18799261572720327,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1,1.0157103913654388,-0.5862502117066982,1,-1.4034395199315728,1,1,0.4645328238054724,0,1,0,0,0,0,0,1,0,-0.26461433294537917,-0.5320827743331601,-0.24831296685183657,-0.27330037394865414,-0.8576178925605619,-0.6759819526776979,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1,0.6824866031044556,1.2474668090704208,1,-1.310217635300932,1,1,0.07271190427709617,0,0,1,0,1,1,1,1,0,1.2575917192067896,1.7724020968617988,-0.24831296685183657,-0.27330037394865414,-0.6824229841855077,1.1985094569924053,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
0,-0.6504085499394767,-0.9529936158621221,1,0.12501096349164498,0,0,-1.0047956244259384,0,0,0,0,0,0,0,0,0,-1.4976677070686424,-0.9265781402979509,-0.24831296685183657,-0.27330037394865414,-0.6202330440159649,-0.9178596935384105,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
0,-0.6504085499394767,-1.2789877528891656,1,-0.6440695847111432,0,1,-0.41706424513337415,0,0,0,0,0,1,1,1,1,-0.3327480099521901,-0.9821592033811942,-0.24831296685183657,-0.27330037394865414,-0.8694652828720626,-1.0354687223459043,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
0,-0.6504085499394767,1.6142102132258447,1,1.3757379156194116,1,1,0.07271190427709617,1,1,1,1,1,1,1,1,1,0.8836873941694119,1.9491185455452826,-0.24831296685183657,-0.27330037394865414,2.875054208692411,2.389507243569698,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
1,1.0157103913654388,-1.1974892186324047,0,-1.4863034173810314,0,1,1.0032865881569897,0,0,0,1,0,0,0,1,1,-1.1586611190347533,-0.9656106534358062,-0.24831296685183657,-0.27330037394865414,-0.884832635609114,-1.0269207326872145,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
0,-0.6504085499394767,0.8807234049149971,1,-1.0525627041690213,1,1,-0.221153785369186,0,1,0,0,0,0,0,1,1,-0.3244390249513595,0.35844986006132246,-0.24831296685183657,-0.27330037394865414,-0.4574761236748194,0.14662156337022994,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
1,-0.31718476167849363,-1.238238485760785,1,-0.7411757145347275,1,1,1.5910179674495541,0,0,1,1,1,1,1,1,1,1.3174164112127704,-0.8991737415883883,5.502091143847299,-0.27330037394865414,-0.8576415164694582,-0.9821982371801535,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
0,-0.6504085499394767,-1.1974892186324047,0,-1.4863034173810314,0,1,0.023734289336049142,0,1,0,1,0,0,0,1,1,-0.9276713360116622,-0.958351356193096,-0.24831296685183657,-0.27330037394865414,-0.884832635609114,-1.0211790246477925,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
0,-0.6504085499394767,-1.1567399515040242,1,-0.6939173980205832,1,1,-0.46604186007442117,0,1,0,0,0,1,1,0,1,0.8404806721650927,-0.8438795200375316,-0.24831296685183657,0.921766596490318,-0.8270013066309407,-0.9030778494369196,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
1,2.348605544409371,0.7177263364014754,1,0.26031217104583915,0,0,-1.0047956244259384,0,0,0,0,0,0,0,0,1,-1.4760643460664828,-0.5919664604022044,-0.24831296685183657,-0.27330037394865414,0.7086000194471695,-0.26053359942526383,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0,-0.6504085499394767,-0.7899965473486004,1,-0.9302089805913051,1,1,-0.270131400310233,0,1,1,1,0,0,0,1,0,0.8188773111629334,-0.5066200721505231,-0.24831296685183657,-0.27330037394865414,-0.7529285402865526,-0.624906929127021,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
0,-0.6504085499394767,-0.09725900616613313,1,-1.209874634483228,1,0,-1.0047956244259384,0,0,0,0,0,0,0,0,0,-1.3098846460498705,-0.687131654954816,-0.24831296685183657,-0.27330037394865414,-0.7335214991282318,-0.7619470148679268,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
0,-0.6504085499394767,-1.0344921501188828,1,-1.0091886328478203,1,1,-0.7109299347796563,0,0,0,0,1,1,1,1,1,0.9750862291785486,-0.6968401375894436,-0.24831296685183657,-0.27330037394865414,-0.8238947626110756,-0.7963309455040042,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,-0.6504085499394767,-1.1974892186324047,1,-0.44079408628044003,0,1,-0.36808663019232707,0,0,0,0,1,1,1,1,1,0.8205391081630994,-0.9002107840516326,-0.24831296685183657,-0.27330037394865414,-0.8276037163077966,-0.9582820162159468,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
1,0.6824866031044556,1.6142102132258447,1,-1.110179007864348,1,1,0.4155552088644254,1,1,1,1,1,1,1,1,1,1.638143232244832,2.6516596525601575,-0.24831296685183657,-0.27330037394865414,-0.39071495713384,1.9801531287591065,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0,-0.6504085499394767,0.35098293224605154,1,0.5257355925636362,1,1,-0.41706424513337415,1,0,1,1,0,1,1,0,1,0.32864719611392706,0.3575672707309017,-0.24831296685183657,3.710256194181253,0.6203410958105458,0.4993195049918251,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
0,-0.6504085499394767,-0.7084980130918396,1,-1.209227260284404,1,1,-0.7109299347796563,0,1,0,0,0,1,0,1,0,0.8338334841644282,-0.3774972531099752,-0.24831296685183657,-0.27330037394865414,-0.8089998880519506,-0.5393467533395718,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
0,-0.6504085499394767,-1.0344921501188828,1,-0.8046183860194693,0,1,0.023734289336049142,1,0,0,0,0,0,0,1,1,-0.5504434169739522,-0.8561254469971188,-0.24831296685183657,-0.27330037394865414,-0.7977667193717539,-0.9145961695160034,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
1,-0.31718476167849363,-0.2195068075512744,1,1.3744431672217634,0,0,-1.0047956244259384,0,0,0,0,0,0,0,0,0,-1.502653098069141,-0.776604148326214,-0.24831296685183657,-0.27330037394865414,0.5244870854637576,-0.4609768016014902,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
0,-0.6504085499394767,-0.26025607467965484,1,0.5548674315107117,0,0,-1.0047956244259384,0,0,0,0,0,0,0,0,1,-1.4660935640654862,-0.7435291131686984,-0.24831296685183657,-0.27330037394865414,0.08348776614184236,-0.5651303383165999,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
0,-0.6504085499394767,1.3697146104555622,1,0.5995362512295604,1,0,-1.0047956244259384,0,0,0,0,0,0,0,0,0,-1.3065610520495383,-0.2564942559092977,-0.24831296685183657,-0.27330037394865414,1.6270031017002176,0.27619219305985127,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
0,-0.6504085499394767,-1.2789877528891656,1,0.8183487304320374,0,1,1.8359060421547893,0,0,0,0,1,0,1,1,0,-0.31779183695069496,-0.9819606207818496,-0.24831296685183657,-0.27330037394865414,-0.8427820777736775,-1.0274268406906895,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
1,-0.31718476167849363,-1.2789877528891656,1,0.8649596727473577,0,1,3.1583016455630593,0,0,0,0,0,1,1,1,1,0.5413572121351905,-0.970553153686162,-0.24831296685183657,-0.27330037394865414,-0.8419316170534102,-1.018152847827015,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,-0.6504085499394767,-1.1974892186324047,1,-0.6770856688511618,0,1,-0.8088851646617503,0,0,1,0,0,0,0,1,1,0.3319707901142591,-0.9012478265148769,4.666865194670049,-0.27330037394865414,-0.8405378064285278,-0.9764809619408992,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1,2.6818293326703544,1.6142102132258447,0,-1.4863034173810314,0,1,-0.31910901525128005,1,0,1,0,1,1,1,1,1,-0.3643221529553466,0.7378750132091797,-0.24831296685183657,-0.27330037394865414,-0.884832635609114,0.32044348456367694,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
1,-0.31718476167849363,1.0437204734285188,1,-0.38965152457335206,0,1,-0.07422094054604492,1,1,0,1,1,1,1,1,1,1.3539759452164248,1.7321339586613547,-0.24831296685183657,-0.27330037394865414,0.2757155128311378,1.4497868451176554,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
1,1.682157967887405,0.02498879521900814,0,-1.4863034173810314,0,1,-0.6619523198386092,1,0,1,1,1,1,1,1,0,-0.1732154979362424,-0.11653765283783583,-0.24831296685183657,-0.27330037394865414,-0.884832635609114,-0.3553503160762675,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
0,-0.6504085499394767,-0.3010053418080353,1,0.24930680966583282,0,1,-0.41706424513337415,1,1,0,0,0,0,0,1,1,0.5014740841312035,-0.11695688276978569,-0.24831296685183657,-0.27330037394865414,-0.0931363887214386,-0.12173784247230356,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1
1,1.682157967887405,1.5734609460974642,1,0.7400164523743459,1,1,-0.7599075497207033,1,1,0,1,1,0,0,1,0,0.29042586511010604,1.358026406229282,-0.24831296685183657,-0.27330037394865414,1.9992804700427593,1.663196883382911,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
0,-0.6504085499394767,0.6362278021447145,1,-1.1062947626714046,1,1,-0.9068403945438445,0,1,0,0,1,1,0,1,1,1.1379423351948288,1.0873362585892545,-0.24831296685183657,-0.27330037394865414,-0.5520190070778623,0.6951937735366814,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
0,-0.6504085499394767,-0.9529936158621221,1,0.2752017776187888,1,1,0.4155552088644254,0,0,0,0,1,1,1,1,0,0.9850570111795457,-0.6280202345498899,-0.24831296685183657,-0.27330037394865414,-0.5955696831282146,-0.6744287246670335,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
0,-0.6504085499394767,-1.2789877528891656,1,1.3692641736311724,0,1,2.3746598065063065,0,1,0,0,0,0,1,1,1,0.3303089931140931,-0.9733553748102478,-0.24831296685183657,-0.27330037394865414,-0.8327301045382965,-1.0176502302235642,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
0,-0.6504085499394767,0.35098293224605154,1,0.6280207159778117,1,0,-1.0047956244259384,0,0,0,0,0,0,0,0,1,-1.3265026160515319,-0.5816842947028033,-0.24831296685183657,-0.27330037394865414,0.6968589367257022,-0.2558704249932468,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,1.3489341796264218,0.391732199374432,0,-1.4863034173810314,0,1,0.2686223640412843,0,1,1,0,0,1,1,1,1,-0.6534748309842519,-0.10208525255219683,-0.24831296685183657,-0.27330037394865414,-0.884832635609114,-0.3439192559977827,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
